"tropeid";"tropename";"tropefreq";"tropelink";"tropefreq2000"
"tr03479";"Comically Inept Healing";1;"ComicallyIneptHealing";1
"tr03480";"Comically Invincible Hero";2;"ComicallyInvincibleHero";1
"tr03481";"Comically Missing the Point";397;"ComicallyMissingthePoint";195
"tr03482";"Comically Small Bribe";27;"ComicallySmallBribe";18
"tr03483";"Comically Small Demand";4;"ComicallySmallDemand";3
"tr03484";"Comical Nap Drool";1;"ComicalNapDrool";0
"tr03485";"Comical Overreacting";11;"ComicalOverreacting";5
"tr03486";"Comic-Book Adaptation";93;"ComicbookAdaptation";24
"tr03487";"Comic-Book Fantasy Casting";4;"ComicBookFantasyCasting";2
"tr03488";"Comic-Book Movies Don't Use Codenames";43;"ComicbookMoviesDontUseCodenames";42
"tr03489";"Comic Books";36;"ComicBooks";11
"tr03490";"Comic Books Are Real";6;"ComicBooksAreReal";5
"tr03491";"Comic-Book Time";22;"ComicBookTime";11
"tr03492";"Comic Relief";4;"ComicRelief";2
"tr03493";"Comic Role Play";4;"ComicRolePlay";2
"tr03494";"Comic Strip / 
Peanuts";4;"Peanuts";2
"tr03495";"Comic Sutra";3;"ComicSutra";1
"tr03496";"Comic Trio";15;"ComicTrio";12
"tr03497";"Coming and Going";2;"ComingAndGoing";2
"tr03498";"Coming Attractions";2;"ComingAttractions";0
"tr03499";"Coming in Hot";29;"ComingInHot";14
"tr03500";"Coming-of-Age Story";188;"ComingOfAge";92
"tr03501";"Coming-Out Story";33;"ComingOutStory";20
"tr03502";"Commander Contrarian";28;"CommanderContrarian";8
"tr03503";"Commanding Coolness";8;"CommandingCoolness";5
"tr03504";"Command Roster";3;"CommandRoster";1
"tr03505";"Commedia dell'Arte";8;"CommediaDellArte";1
"tr03506";"Commercial Break Cliffhanger";1;"CommercialBreakCliffhanger";0
"tr03507";"Commercial Pop-Up";3;"CommercialPopUp";1
"tr03508";"Commercial Switcheroo";3;"CommercialSwitcheroo";1
"tr03509";"Commie Land";13;"CommieLand";8
"tr03510";"Commie Nazis";7;"CommieNazis";3
"tr03511";"Commissar Cap";4;"CommissarCap";2
"tr03512";"Commitment Issues";17;"CommitmentIssues";6
"tr03513";"Comm Links";4;"CommLinks";0
"tr03514";"Commonality Connection";17;"CommonalityConnection";12
"tr03515";"Common Crossover";1;"CommonCrossover";1
"tr03516";"Common Hollywood Sex Traits";1;"CommonHollywoodSexTraits";1
"tr03517";"Common Knowledge";1;"CommonKnowledge";0
"tr03518";"Common Nonsense Jury";3;"CommonNonsenseJury";1
"tr03519";"Commonplace Rare";4;"CommonplaceRare";1
"tr03520";"Common Time";1;"CommonTime";0
"tr03521";"Common Tongue";2;"CommonTongue";2
"tr03522";"Commune";6;"Commune";1
"tr03523";"Communications Officer";17;"CommunicationsOfficer";7
"tr03524";"Community-Threatening Construction";9;"CommunityThreateningConstruction";6
"tr03525";"Companion Cube";61;"CompanionCube";36
"tr03526";"Company Town";9;"CompanyTown";3
"tr03527";"Compartment Shot";7;"CompartmentShot";4
"tr03528";"Compelling Voice";12;"CompellingVoice";4
"tr03529";"Compensated Dating";4;"CompensatedDating";1
"tr03530";"Compensating for Something";42;"CompensatingForSomething";26
"tr03531";"Compete for the Maiden's Hand";2;"CompeteForTheMaidensHand";2
"tr03532";"Competence Zone";4;"CompetenceZone";2
"tr03533";"Competition Coupon Madness";1;"CompetitionCouponMadness";0
"tr03534";"Competition Freak";3;"CompetitionFreak";2
"tr03535";"Compilation Movie";3;"CompilationMovie";1
"tr03536";"Compilation Re-release";1;"CompilationRerelease";0
"tr03537";"Complaining about Complaining";1;"ComplainingAboutComplaining";0
"tr03538";"Complaining about People Not Liking the Show";1;"ComplainingAboutPeopleNotLikingTheShow";0
"tr03539";"Complaining About Rescues They Don't Like";31;"ComplainingAboutRescuesTheyDontLike";14
"tr03540";"Complaining About Shows You Don't Watch";3;"ComplainingAboutShowsYouDontWatch";2
"tr03541";"Complaining About Things You Haven't Paid For";1;"ComplainingAboutThingsYouHaventPaidFor";1
"tr03542";"Complete Immortality";6;"CompleteImmortality";5
"tr03543";"Completely Different Title";13;"CompletelyDifferentTitle";4
"tr03544";"Completely Off-Topic Report";3;"CompletelyOffTopicReport";1
"tr03545";"Completely Unnecessary Translator";4;"CompletelyUnnecessaryTranslator";3
"tr03546";"Complete Monster";1;"CompleteMonster";1
"tr03547";"Complete-the-Quote Title";21;"CompleteTheQuoteTitle";9
"tr03548";"Complexity Addiction";43;"ComplexityAddiction";22
"tr03549";"Compliment Backfire";17;"ComplimentBackfire";11
"tr03550";"Compliment Fishing";1;"ComplimentFishing";0
"tr03551";"Composite Character";378;"CompositeCharacter";209
"tr03552";"Compound Interest Time Travel Gambit";3;"CompoundInterestTimeTravelGambit";1
"tr03553";"Compressed Abstinence";1;"CompressedAbstinence";1
"tr03554";"Compressed Adaptation";59;"CompressedAdaptation";31
"tr03555";"Compressed Hair";13;"CompressedHair";9
"tr03556";"Compressed Vice";6;"CompressedVice";3
"tr03557";"Compromising Call";10;"CompromisingCall";6
"tr03558";"Compromising Memoirs";2;"CompromisingMemoirs";1
"tr03559";"Computer Equals Monitor";8;"ComputerEqualsMonitor";5
"tr03560";"Computer Equals Tapedrive";8;"ComputerEqualsTapedrive";1
"tr03561";"Computer-Generated Images";5;"ComputerGeneratedImages";4
"tr03562";"Computerized Judicial System";1;"ComputerizedJudicialSystem";0
"tr03563";"Computer Virus";3;"ComputerVirus";0
"tr03564";"Computer Voice";13;"ComputerVoice";5
"tr03565";"Concealing Canvas";12;"ConcealingCanvas";6
"tr03566";"Concealment Equals Cover";51;"ConcealmentEqualsCover";35
"tr03567";"Conceive and Kill";2;"ConceiveAndKill";1
"tr03568";"Concept Album";5;"ConceptAlbum";1
"tr03569";"Concepts Are Cheap";6;"ConceptsAreCheap";4
"tr03570";"Concept Video";4;"ConceptVideo";1
"tr03571";"Concert Climax";24;"ConcertClimax";15
"tr03572";"Concert Film";6;"ConcertFilm";0
"tr03573";"Concert Kiss";12;"ConcertKiss";7
"tr03574";"Concussions Get You High";2;"ConcussionsGetYouHigh";1
"tr03575";"Condemned Contestant";6;"CondemnedContestant";3
"tr03576";"Condensation Clue";11;"CondensationClue";7
"tr03577";"Condescending Compassion";12;"CondescendingCompassion";7
"tr03578";"Conditional Powers";1;"ConditionalPowers";1
"tr03579";"Conditioned to Accept Horror";19;"ConditionedToAcceptHorror";9
"tr03580";"Cone of Shame";6;"ConeOfShame";5
"tr03581";"Confess in Confidence";6;"ConfessInConfidence";2
"tr03582";"Confessional";35;"Confessional";11
"tr03583";"Confession Cam";5;"ConfessionCam";5
"tr03584";"Confession Deferred";1;"ConfessionDeferred";0
"tr03585";"Confess to a Lesser Crime";6;"ConfessToALesserCrime";4
"tr03586";"Confidence Sabotage";1;"ConfidenceSabotage";1
"tr03587";"Confirmation Bias";1;"ConfirmationBias";0
"tr03588";"Confirmed Bachelor";1;"ConfirmedBachelor";0
"tr03589";"Confiscated Phone";9;"ConfiscatedPhone";2
"tr03590";"Conflict";3;"Conflict";3
"tr03591";"Conflict Ball";25;"ConflictBall";14
"tr03592";"Conflicting Loyalty";26;"ConflictingLoyalty";8
"tr03593";"Conflict Killer";6;"ConflictKiller";5
"tr03594";"Confronting Your Imposter";14;"ConfrontingYourImposter";8
"tr03595";"Confused Bystander Interview";4;"ConfusedBystanderInterview";3
"tr03596";"Confusing Multiple Negatives";2;"ConfusingMultipleNegatives";1
"tr03597";"Confusion Fu";10;"ConfusionFu";5
"tr03598";"Congruent Memory";4;"CongruentMemory";1
"tr03599";"Conjoined Eyes";1;"ConjoinedEyes";0
"tr03600";"Conjoined Twins";11;"ConjoinedTwins";7
"tr03601";"Conjunction Interruption";1;"ConjunctionInterruption";0
"tr03602";"Conlang";20;"Conlang";12
"tr03603";"Con Man";73;"ConMan";25
"tr03604";"Con Men Hate Guns";13;"ConMenHateGuns";5
"tr03605";"Connected All Along";6;"ConnectedAllAlong";4
"tr03606";"Connect the Deaths";6;"ConnectTheDeaths";3
"tr03607";"Conqueror from the Future";1;"ConquerorFromTheFuture";0
"tr03608";"Conscience Makes You Go Back";19;"ConscienceMakesYouGoBack";10
"tr03609";"Conscription";14;"Conscription";2
"tr03610";"Consequence Combo";1;"ConsequenceCombo";1
"tr03611";"Conservation of Competence";2;"ConservationOfCompetence";0
"tr03612";"Conservation of Ninjutsu";69;"ConservationOfNinjitsu";46
"tr03613";"Consolation Award";3;"ConsolationAward";1
"tr03614";"Consolation Backfire";6;"ConsolationBackfire";2
"tr03615";"Consolation Prize";3;"ConsolationPrize";1
"tr03616";"Conspicuous CG";107;"ConspicuousCG";65
"tr03617";"Conspicuous Consumption";27;"ConspicuousConsumption";7
"tr03618";"Conspicuous Gloves";13;"ConspicuousGloves";5
"tr03619";"Conspicuously Light Patch";9;"ConspicuouslyLightPatch";0
"tr03620";"Conspicuously Public Assassination";18;"ConspicuouslyPublicAssassination";5
"tr03621";"Conspicuous Trenchcoat";12;"ConspicuousTrenchcoat";4
"tr03622";"Conspiracy Kitchen Sink";5;"ConspiracyKitchenSink";3
"tr03623";"Conspiracy Theorist";44;"ConspiracyTheorist";24
"tr03624";"Conspiracy Thriller";15;"ConspiracyThriller";5
"tr03625";"Constantly Curious";13;"ConstantlyCurious";8
"tr03626";"Constellations";4;"Constellations";1
"tr03627";"Constructed World";2;"ConstructedWorld";1
"tr03628";"Construction Is Awesome";2;"ConstructionIsAwesome";0
"tr03629";"Construction Zone Calamity";5;"ConstructionZoneCalamity";1
"tr03630";"Consulting a Convicted Killer";8;"ConsultingAConvictedKiller";2
"tr03631";"Consulting Mister Puppet";4;"ConsultingMisterPuppet";1
"tr03632";"Consuming Passion";4;"ConsumingPassion";3
"tr03633";"Consummate Liar";50;"ConsummateLiar";26
"tr03634";"Consummate Professional";16;"ConsummateProfessional";9
"tr03635";"Consummation Counterfeit";1;"ConsummationCounterfeit";0
"tr03636";"Contagious A.I.";3;"ContagiousAI";1
"tr03637";"Contagious Cassandra Truth";4;"ContagiousCassandraTruth";1
"tr03638";"Contagious Laughter";7;"ContagiousLaughter";1
"tr03639";"Contagious Powers";2;"ContagiousPowers";2
"tr03640";"Container Cling";3;"ContainerCling";0
"tr03641";"Container Maze";1;"ContainerMaze";1
"tr03642";"Contamination Situation";5;"ContaminationSituation";3
"tr03643";"Contemplate Our Navels";29;"ContemplateOurNavels";11
"tr03644";"Contemplating Your Hands";2;"ContemplatingYourHands";2
"tr03645";"Contemplative Boss";10;"ContemplativeBoss";6
"tr03646";"Contemporary Caveman";1;"ContemporaryCaveman";1
"tr03647";"Contempt Crossfire";2;"ContemptCrossfire";1
"tr03648";"Contemptible Cover";21;"ContemptibleCover";6
"tr03649";"Content Warnings";9;"ContentWarnings";3
"tr03650";"Contested Sequel";2;"ContestedSequel";1
"tr03651";"Context-Sensitive Button";2;"ContextSensitiveButton";2
"tr03652";"Continuation";1;"ContinuationFic";0
"tr03653";"Continue Your Mission, Dammit!";2;"ContinueYourMissionDammit";1
"tr03654";"Continuing Is Painful";3;"ContinuingIsPainful";3
"tr03655";"Continuity";2;"Continuity";0
"tr03656";"Continuity Cameo";28;"ContinuityCameo";19
"tr03657";"Continuity Cavalcade";8;"ContinuityCavalcade";7
"tr03658";"Continuity Creep";1;"ContinuityCreep";0
"tr03659";"Continuity Drift";4;"ContinuityDrift";3
"tr03660";"Continuity Editing";1;"ContinuityEditing";1
"tr03661";"Continuity Lock-Out";5;"ContinuityLockout";2
"tr03662";"Continuity Nod";329;"ContinuityNod";207
"tr03663";"Continuity Overlap";4;"ContinuityOverlap";1
"tr03664";"Continuity Porn";10;"ContinuityPorn";5
"tr03665";"Continuity Reboot";77;"ContinuityReboot";58
"tr03666";"Continuity Rebooter";1;"ContinuityRebooter";1
"tr03667";"Continuity Snarl";54;"ContinuitySnarl";35
"tr03668";"Continuous Decompression";13;"ContinuousDecompression";7
"tr03669";"Contortionist";3;"Contortionist";2
"tr03670";"Contract on the Hitman";29;"ContractOnTheHitman";21
"tr03671";"Contractual Boss Immunity";1;"ContractualBossImmunity";1
"tr03672";"Contractual Genre Blindness";5;"ContractualGenreBlindness";3
"tr03673";"Contractual Immortality";1;"ContractualImmortality";0
"tr03674";"Contractual Purity";4;"ContractualPurity";2
"tr03675";"Contralto of Danger";5;"ContraltoOfDanger";3
"tr03676";"Contrasting Sequel Antagonist";10;"ContrastingSequelAntagonist";7
"tr03677";"Contrasting Sequel Main Character";12;"ContrastingSequelMainCharacter";8
"tr03678";"Contrast Montage";17;"ContrastMontage";3
"tr03679";"Contrived Clumsiness";18;"ContrivedClumsiness";5
"tr03680";"Contrived Coincidence";331;"ContrivedCoincidence";165
"tr03681";"Control Freak";78;"ControlFreak";45
"tr03682";"Controversy-Proof Image";1;"ControversyProofImage";0
"tr03683";"Convection Schmonvection";80;"ConvectionSchmonvection";51
"tr03684";"Convenience Store Gift Shopping";3;"ConvenienceStoreGiftShopping";2
"tr03685";"Convenient Color Change";5;"ConvenientColorChange";4
"tr03686";"Convenient Coma";17;"ConvenientComa";9
"tr03687";"Convenient Cranny";10;"ConvenientCranny";6
"tr03688";"Convenient Decoy Cat";4;"ConvenientDecoyCat";1
"tr03689";"Convenient Eclipse";5;"ConvenientEclipse";1
"tr03690";"Convenient Escape Boat";9;"ConvenientEscapeBoat";5
"tr03691";"Conveniently an Orphan";28;"ConvenientlyAnOrphan";16
"tr03692";"Conveniently Cellmates";7;"ConvenientlyCellmates";1
"tr03693";"Conveniently Close Planet";15;"ConvenientlyClosePlanet";9
"tr03694";"Conveniently Coherent Thoughts";3;"ConvenientlyCoherentThoughts";2
"tr03695";"Conveniently Common Kink";1;"ConvenientlyCommonKink";1
"tr03696";"Conveniently Empty Building";11;"ConvenientlyEmptyBuilding";7
"tr03697";"Conveniently Interrupted Document";11;"ConvenientlyInterruptedDocument";7
"tr03698";"Conveniently-Placed Sharp Thing";6;"ConvenientlyPlacedSharpThing";3
"tr03699";"Conveniently Precise Translation";5;"ConvenientlyPreciseTranslation";2
"tr03700";"Conveniently Timed Attack from Behind";40;"ConvenientlyTimedAttackFromBehind";25
"tr03701";"Conveniently Timed Distraction";9;"ConvenientlyTimedDistraction";8
"tr03702";"Conveniently Unverifiable Cover Story";3;"ConvenientlyUnverifiableCoverStory";2
"tr03703";"Convenient Miscarriage";17;"ConvenientMiscarriage";7
"tr03704";"Convenient Misfire";9;"ConvenientMisfire";4
"tr03705";"Convenient Replacement Character";1;"ConvenientReplacementCharacter";0
"tr03706";"Convenient Slow Dance";9;"ConvenientSlowDance";5
"tr03707";"Convenient Terminal Illness";6;"ConvenientTerminalIllness";5
"tr03708";"Converging-Stream Weapon";6;"ConvergingStreamWeapon";3
"tr03709";"Conversational Troping";32;"ConversationalTroping";21
"tr03710";"Conversation Casualty";9;"ConversationCasualty";2
"tr03711";"Conversation Cut";19;"ConversationCut";3
"tr03712";"Converse Error";1;"ConverseError";1
"tr03713";"Converse with the Unconscious";12;"ConverseWithTheUnconscious";9
"tr03714";"Converting for Love";4;"ConvertingForLove";3
"tr03715";"Conveyor Belt o' Doom";32;"ConveyorBeltODoom";13
"tr03716";"Convicted by Public Opinion";6;"ConvictedByPublicOpinion";3
"tr03717";"Conviction by Contradiction";5;"ConvictionByContradiction";2
"tr03718";"Conviction by Counterfactual Clue";3;"ConvictionByCounterfactualClue";0
"tr03719";"Convulsive Seizures";7;"ConvulsiveSeizures";3
"tr03720";"Cooking Duel";1;"CookingDuel";1
"tr03721";"Cooking Show";1;"CookingShow";0
"tr03722";"Cool Airship";19;"CoolAirship";11
"tr03723";"Cool and Unusual Punishment";77;"CoolAndUnusualPunishment";31
"tr03724";"Cool Big Sis";75;"CoolBigSis";50
"tr03725";"Cool Bike";48;"CoolBike";28
"tr03726";"Cool Board";2;"CoolBoard";2
"tr03727";"Cool Boat";48;"CoolBoat";24
"tr03728";"Cool, But Inefficient";7;"CoolButInefficient";4
"tr03729";"Cool Car";382;"CoolCar";154
"tr03730";"Cool Cat";2;"CoolCat";1
"tr03731";"Cool Chair";11;"CoolChair";8
"tr03732";"Cool, Clear Water";8;"CoolClearWater";7
"tr03733";"Cool Code of Source";2;"CoolCodeOfSource";0
"tr03734";"Cool Crown";9;"CoolCrown";6
"tr03735";"Cooldown Hug";26;"CooldownHug";15
"tr03736";"Coolest Club Ever";17;"CoolestClubEver";6
"tr03737";"Cool Garage";5;"CoolGarage";4
"tr03738";"Cool Gate";10;"CoolGate";4
"tr03739";"Cool Guns";147;"CoolGuns";52
"tr03740";"Cool Helmet";12;"CoolHelmet";8
"tr03741";"Cool Horse";45;"CoolHorse";13
"tr03742";"Cool House";11;"CoolHouse";3
"tr03743";"Cool Key";1;"CoolKey";1
"tr03744";"Cool-Kid-and-Loser Friendship";2;"CoolKidAndLoserFriendship";1
"tr03745";"Cool Loser";37;"CoolLoser";26
"tr03746";"Cool Mask";29;"CoolMask";18
"tr03747";"Cool Old Guy";253;"CoolOldGuy";99
"tr03748";"Cool Old Lady";132;"CoolOldLady";53
"tr03749";"Cool People Rebel Against Authority";13;"CoolPeopleRebelAgainstAuthority";5
"tr03750";"Cool Pet";13;"CoolPet";5
"tr03751";"Cool Plane";75;"CoolPlane";44
"tr03752";"Cool Shades";83;"CoolShades";38
"tr03753";"Cool Ship";23;"CoolShip";12
"tr03754";"Cool Sidecar";4;"CoolSidecar";2
"tr03755";"Cool Starship";45;"CoolStarship";24
"tr03756";"Cool Sword";43;"CoolSword";25
"tr03757";"Cool Teacher";60;"CoolTeacher";27
"tr03758";"Cool Toy";2;"CoolToy";1
"tr03759";"Cool Train";40;"CoolTrain";13
"tr03760";"Cool Uncle";28;"CoolUncle";17
"tr03761";"Cool vs. Awesome";42;"CoolVersusAwesome";31
"tr03762";"Cooperation Gambit";6;"CooperationGambit";2
"tr03763";"Coordinated Clothes";18;"CoordinatedClothes";7
"tr03764";"Cop and Scientist";2;"CopAndScientist";2
"tr03765";"Cope by Pretending";5;"CopeByPretending";2
"tr03766";"Cop Killer";33;"CopKiller";8
"tr03767";"Cop Killer Manhunt";14;"CopKillerManhunt";1
"tr03768";"Cops and Detectives";1;"CopsAndDetectives";1
"tr03769";"Cops Need the Vigilante";6;"CopsNeedTheVigilante";2
"tr03770";"Copycat Cover";4;"CopycatCover";2
"tr03771";"Copy Protection";1;"CopyProtection";0
"tr03772";"Cordon Bleugh Chef";15;"CordonBleughChef";6
"tr03773";"Cores-and-Turrets Boss";1;"CoresAndTurretsBoss";1
"tr03774";"Cornered Rattlesnake";1;"CorneredRattlesnake";1
"tr03775";"Corner of Woe";2;"CornerOfWoe";1
"tr03776";"Corporal Punishment";13;"CorporalPunishment";1
"tr03777";"Corporate Samurai";5;"CorporateSamurai";2
"tr03778";"Corporate Warfare";3;"CorporateWarfare";0
"tr03779";"Corpse Land";4;"CorpseLand";3
"tr03780";"Corpsing";106;"Corpsing";44
"tr03781";"Correlation/Causation Gag";3;"CorrelationCausationGag";0
"tr03782";"Correspondence Course";3;"CorrespondenceCourse";0
"tr03783";"Corrupt Bureaucrat";25;"CorruptBureaucrat";7
"tr03784";"Corrupt Church";44;"CorruptChurch";17
"tr03785";"Corrupt Corporate Executive";328;"CorruptCorporateExecutive";141
"tr03786";"Corrupt Hick";58;"CorruptHick";11
"tr03787";"Corruption by a Minor";3;"CorruptionByAMinor";1
"tr03788";"Corruption of a Minor";5;"CorruptionOfAMinor";4
"tr03789";"Corrupt Politician";52;"CorruptPolitician";13
"tr03790";"Corrupt Quartermaster";2;"CorruptQuartermaster";0
"tr03791";"Corrupt the Cutie";35;"CorruptTheCutie";18
"tr03792";"Corvid Tropes";2;"CrowsAndRavens";2
"tr03793";"Cosmetically Advanced Prequel";7;"CosmeticallyAdvancedPrequel";7
"tr03794";"Cosmetic Award";1;"CosmeticAward";0
"tr03795";"Cosmetic Catastrophe";4;"CosmeticCatastrophe";1
"tr03796";"Cosmetic Horror";6;"CosmeticHorror";4
"tr03797";"Cosmic Chess Game";3;"CosmicChessGame";0
"tr03798";"Cosmic Deadline";6;"CosmicDeadline";3
"tr03799";"Cosmic Entity";1;"CosmicEntity";1
"tr03800";"Cosmic Horror Reveal";3;"CosmicHorrorReveal";3
"tr03801";"Cosmic Horror Story";32;"CosmicHorrorStory";17
"tr03802";"Cosmic Keystone";12;"CosmicKeystone";5
"tr03803";"Cosmic Plaything";34;"CosmicPlaything";18
"tr03804";"Cosmic Retcon";9;"CosmicRetcon";8
"tr03805";"Cosmopolitan Council";17;"CosmopolitanCouncil";8
"tr03806";"Cosplay";3;"Cosplay";3
"tr03807";"Cosplay Café";1;"MaidCafe";1
"tr03808";"Costume Copycat";3;"CostumeCopycat";2
"tr03809";"Costume Drama";10;"CostumeDrama";4
"tr03810";"Costume Evolution";11;"CostumeEvolution";10
"tr03811";"Costume Porn";138;"CostumePorn";73
"tr03812";"Costumer";1;"Costumer";1
"tr03813";"Costume-Test Montage";12;"CostumeTestMontage";9
"tr03814";"Cosy Catastrophe";27;"CosyCatastrophe";16
"tr03815";"Couch Gag";3;"CouchGag";3
"tr03816";"*Cough* Snark *Cough*";15;"CoughSnarkCough";10
"tr03817";"\"Could Have Avoided This!\" Plot";39;"CouldHaveAvoidedThisPlot";20
"tr03818";"Could Have Been Messy";2;"CouldHaveBeenMessy";0
"tr03819";"Couldn't Find a Lighter";18;"CouldntFindALighter";7
"tr03820";"Couldn't Find a Pen";29;"CouldntFindAPen";21
"tr03821";"Could Say It, But...";29;"CouldSayItBut";15
"tr03822";"Could This Happen to You?";2;"CouldThisHappenToYou";2
"tr03823";"Counter Attack";3;"CounterAttack";0
"tr03824";"Counter-Earth";2;"CounterEarth";2
"tr03825";"Counterfeit Cash";15;"CounterfeitCash";3
"tr03826";"Counterpart Combat Coordination";2;"CounterpartCombatCoordination";2
"tr03827";"Counterpart Comparison";1;"CounterpartComparison";0
"tr03828";"Counterpoint Duet";15;"CounterpointDuet";5
"tr03829";"Counter Zany";1;"CounterZany";0
"tr03830";"Counting Bullets";21;"CountingBullets";9
"tr03831";"Counting to Potato";4;"CountingToPotato";1
"tr03832";"Counting to Three";18;"CountingToThree";8
"tr03833";"Country Cousin";1;"CountryCousin";0
"tr03834";"Country Matters";98;"CountryMatters";62
"tr03835";"Country Mouse";30;"CountryMouse";10
"tr03836";"Country Music";13;"CountryMusic";6
"tr03837";"Coup de Grâce";23;"CoupDeGrace";9
"tr03838";"Coupled Couples";4;"CoupledCouples";0
"tr03839";"Courier";2;"Courier";1
"tr03840";"Courtly Love";14;"CourtlyLove";5
"tr03841";"Court-Martialed";11;"CourtMartial";3
"tr03842";"Courtroom Antic";31;"CourtroomAntic";9
"tr03843";"Courtroom Episode";2;"CourtroomEpisode";1
"tr03844";"Cousin Oliver";9;"CousinOliver";2
"tr03845";"Cover-Blowing Superpower";7;"CoverBlowingSuperpower";6
"tr03846";"Cover Drop";8;"CoverDrop";5
"tr03847";"Covered in Gunge";47;"CoveredInGunge";26
"tr03848";"Covered in Kisses";9;"CoveredInKisses";3
"tr03849";"Covered in Mud";11;"CoveredInMud";3
"tr03850";"Covered Up";6;"CoveredUp";0
"tr03851";"Covered with Scars";20;"CoveredInScars";13
"tr03852";"Cover Identity Anomaly";12;"CoverIdentityAnomaly";6
